Year,Variable,Fleet,Region,BAU,Reform,Diff,run_id,run_name,run_group
2056,effort_fleet,affected_oa,indian,1372586588.3772724,1316672537.3250253,-0.040736265038368843,RD/TN/RL/126 (TN/RL/GEN/199),Chair's text - Consolidated text (w/ China - Cap) (RD/TN/RL/126 (TN/RL/GEN/199)),Other
2057,effort_fleet,affected_oa,indian,1372586857.5570734,1316673015.5222917,-0.04073610476957139,RD/TN/RL/126 (TN/RL/GEN/199),Chair's text - Consolidated text (w/ China - Cap) (RD/TN/RL/126 (TN/RL/GEN/199)),Other
2058,effort_fleet,affected_oa,indian,1372587128.7832131,1316673494.3283782,-0.04073594548741099,RD/TN/RL/126 (TN/RL/GEN/199),Chair's text - Consolidated text (w/ China - Cap) (RD/TN/RL/126 (TN/RL/GEN/199)),Other
2059,effort_fleet,affected_oa,indian,1372587401.3322792,1316673973.4071422,-0.04073578693121152,RD/TN/RL/126 (TN/RL/GEN/199),Chair's text - Consolidated text (w/ China - Cap) (RD/TN/RL/126 (TN/RL/GEN/199)),Other
2060,effort_fleet,affected_oa,indian,1372587674.7078006,1316674452.5282602,-0.04073562892180518,RD/TN/RL/126 (TN/RL/GEN/199),Chair's text - Consolidated text (w/ China - Cap) (RD/TN/RL/126 (TN/RL/GEN/199)),Other
2061,effort_fleet,affected_oa,indian,1372587948.5690794,1316674931.5339627,-0.040735471336030525,RD/TN/RL/126 (TN/RL/GEN/199),Chair's text - Consolidated text (w/ China - Cap) (RD/TN/RL/126 (TN/RL/GEN/199)),Other
2062,effort_fleet,affected_oa,indian,1372588222.6823387,1316675410.316222,-0.040735314089210856,RD/TN/RL/126 (TN/RL/GEN/199),Chair's text - Consolidated text (w/ China - Cap) (RD/TN/RL/126 (TN/RL/GEN/199)),Other
2063,effort_fleet,affected_oa,indian,1372588496.887193,1316675888.8011155,-0.040735157123113104,RD/TN/RL/126 (TN/RL/GEN/199),Chair's text - Consolidated text (w/ China - Cap) (RD/TN/RL/126 (TN/RL/GEN/199)),Other
2064,effort_fleet,affected_oa,indian,1372588771.0736337,1316676366.9381044,-0.040735000397675414,RD/TN/RL/126 (TN/RL/GEN/199),Chair's text - Consolidated text (w/ China - Cap) (RD/TN/RL/126 (TN/RL/GEN/199)),Other
2065,effort_fleet,affected_oa,indian,1372589045.1662283,1316676844.6926835,-0.0407348438853186,RD/TN/RL/126 (TN/RL/GEN/199),Chair's text - Consolidated text (w/ China - Cap) (RD/TN/RL/126 (TN/RL/GEN/199)),Other
2066,effort_fleet,affected_oa,indian,1372589319.1132793,1316677322.0413368,-0.040734687567045076,RD/TN/RL/126 (TN/RL/GEN/199),Chair's text - Consolidated text (w/ China - Cap) (RD/TN/RL/126 (TN/RL/GEN/199)),Other
2067,effort_fleet,affected_oa,indian,1372589592.8793807,1316677798.9680865,-0.04073453142975097,RD/TN/RL/126 (TN/RL/GEN/199),Chair's text - Consolidated text (w/ China - Cap) (RD/TN/RL/126 (TN/RL/GEN/199)),Other
2068,effort_fleet,affected_oa,indian,1372589866.4403071,1316678275.462121,-0.04073437546438252,RD/TN/RL/126 (TN/RL/GEN/199),Chair's text - Consolidated text (w/ China - Cap) (RD/TN/RL/126 (TN/RL/GEN/199)),Other
2069,effort_fleet,affected_oa,indian,1372590139.77951,1316678751.5161705,-0.040734219664670626,RD/TN/RL/126 (TN/RL/GEN/199),Chair's text - Consolidated text (w/ China - Cap) (RD/TN/RL/126 (TN/RL/GEN/199)),Other
2070,effort_fleet,affected_oa,indian,1372590412.8857076,1316679227.1253958,-0.0407340640262562,RD/TN/RL/126 (TN/RL/GEN/199),Chair's text - Consolidated text (w/ China - Cap) (RD/TN/RL/126 (TN/RL/GEN/199)),Other
2071,effort_fleet,affected_oa,indian,1372590685.751236,1316679702.2866197,-0.040733908546097645,RD/TN/RL/126 (TN/RL/GEN/199),Chair's text - Consolidated text (w/ China - Cap) (RD/TN/RL/126 (TN/RL/GEN/199)),Other
2072,effort_fleet,affected_oa,indian,1372590958.370911,1316680176.997809,-0.04073375322205303,RD/TN/RL/126 (TN/RL/GEN/199),Chair's text - Consolidated text (w/ China - Cap) (RD/TN/RL/126 (TN/RL/GEN/199)),Other
2073,effort_fleet,affected_oa,indian,1372591230.7412543,1316680651.2577112,-0.04073359805260391,RD/TN/RL/126 (TN/RL/GEN/199),Chair's text - Consolidated text (w/ China - Cap) (RD/TN/RL/126 (TN/RL/GEN/199)),Other
2074,effort_fleet,affected_oa,indian,1372591502.8599544,1316681125.0656114,-0.04073344303665526,RD/TN/RL/126 (TN/RL/GEN/199),Chair's text - Consolidated text (w/ China - Cap) (RD/TN/RL/126 (TN/RL/GEN/199)),Other
2075,effort_fleet,affected_oa,indian,1372591774.7255049,1316681598.421161,-0.040733288173408315,RD/TN/RL/126 (TN/RL/GEN/199),Chair's text - Consolidated text (w/ China - Cap) (RD/TN/RL/126 (TN/RL/GEN/199)),Other
2076,effort_fleet,affected_oa,indian,1372592046.336948,1316682071.324264,-0.04073313346226321,RD/TN/RL/126 (TN/RL/GEN/199),Chair's text - Consolidated text (w/ China - Cap) (RD/TN/RL/126 (TN/RL/GEN/199)),Other
2077,effort_fleet,affected_oa,indian,1372592317.693705,1316682543.774997,-0.04073297890275996,RD/TN/RL/126 (TN/RL/GEN/199),Chair's text - Consolidated text (w/ China - Cap) (RD/TN/RL/126 (TN/RL/GEN/199)),Other
2078,effort_fleet,affected_oa,indian,1372592588.7954566,1316683015.7735546,-0.04073282449453303,RD/TN/RL/126 (TN/RL/GEN/199),Chair's text - Consolidated text (w/ China - Cap) (RD/TN/RL/126 (TN/RL/GEN/199)),Other
2079,effort_fleet,affected_oa,indian,1372592859.6420596,1316683487.320212,-0.04073267023728183,RD/TN/RL/126 (TN/RL/GEN/199),Chair's text - Consolidated text (w/ China - Cap) (RD/TN/RL/126 (TN/RL/GEN/199)),Other
2080,effort_fleet,affected_oa,indian,1372593130.2334957,1316683958.4152992,-0.04073251613075294,RD/TN/RL/126 (TN/RL/GEN/199),Chair's text - Consolidated text (w/ China - Cap) (RD/TN/RL/126 (TN/RL/GEN/199)),Other
2019,effort_fleet,unaffected_managed,indian,271.10581425431184,271.10581425431184,0,RD/TN/RL/126 (TN/RL/GEN/199),Chair's text - Consolidated text (w/ China - Cap) (RD/TN/RL/126 (TN/RL/GEN/199)),Other
2020,effort_fleet,unaffected_managed,indian,271.09056965278677,271.09056965278677,0,RD/TN/RL/126 (TN/RL/GEN/199),Chair's text - Consolidated text (w/ China - Cap) (RD/TN/RL/126 (TN/RL/GEN/199)),Other
2021,effort_fleet,unaffected_managed,indian,271.0774374174206,271.10581425431184,1.0468166278095074e-4,RD/TN/RL/126 (TN/RL/GEN/199),Chair's text - Consolidated text (w/ China - Cap) (RD/TN/RL/126 (TN/RL/GEN/199)),Other
2022,effort_fleet,unaffected_managed,indian,271.06416673329875,271.10581425431184,1.5364450976682194e-4,RD/TN/RL/126 (TN/RL/GEN/199),Chair's text - Consolidated text (w/ China - Cap) (RD/TN/RL/126 (TN/RL/GEN/199)),Other
2023,effort_fleet,unaffected_managed,indian,271.05096836208776,271.10581425431184,2.0234531001864196e-4,RD/TN/RL/126 (TN/RL/GEN/199),Chair's text - Consolidated text (w/ China - Cap) (RD/TN/RL/126 (TN/RL/GEN/199)),Other
2024,effort_fleet,unaffected_managed,indian,271.0377952447088,271.10581425431184,2.5095765533973333e-4,RD/TN/RL/126 (TN/RL/GEN/199),Chair's text - Consolidated text (w/ China - Cap) (RD/TN/RL/126 (TN/RL/GEN/199)),Other
2025,effort_fleet,unaffected_managed,indian,271.02464610229913,271.10581425431184,2.9948623927755606e-4,RD/TN/RL/126 (TN/RL/GEN/199),Chair's text - Consolidated text (w/ China - Cap) (RD/TN/RL/126 (TN/RL/GEN/199)),Other
2026,effort_fleet,unaffected_managed,indian,271.01151997441053,271.10581425431184,3.4793458193293337e-4,RD/TN/RL/126 (TN/RL/GEN/199),Chair's text - Consolidated text (w/ China - Cap) (RD/TN/RL/126 (TN/RL/GEN/199)),Other
2027,effort_fleet,unaffected_managed,indian,270.9984177789763,271.10581425431184,3.9629927073268526e-4,RD/TN/RL/126 (TN/RL/GEN/199),Chair's text - Consolidated text (w/ China - Cap) (RD/TN/RL/126 (TN/RL/GEN/199)),Other
2028,effort_fleet,unaffected_managed,indian,270.98534065650693,271.10581425431184,4.4457607010414544e-4,RD/TN/RL/126 (TN/RL/GEN/199),Chair's text - Consolidated text (w/ China - Cap) (RD/TN/RL/126 (TN/RL/GEN/199)),Other
2029,effort_fleet,unaffected_managed,indian,270.9722896345164,271.10581425431184,4.927611601006122e-4,RD/TN/RL/126 (TN/RL/GEN/199),Chair's text - Consolidated text (w/ China - Cap) (RD/TN/RL/126 (TN/RL/GEN/199)),Other
2030,effort_fleet,unaffected_managed,indian,270.9592655171084,271.10581425431184,5.408515443225492e-4,RD/TN/RL/126 (TN/RL/GEN/199),Chair's text - Consolidated text (w/ China - Cap) (RD/TN/RL/126 (TN/RL/GEN/199)),Other
2031,effort_fleet,unaffected_managed,indian,270.94626889108275,271.10581425431184,5.888450277690331e-4,RD/TN/RL/126 (TN/RL/GEN/199),Chair's text - Consolidated text (w/ China - Cap) (RD/TN/RL/126 (TN/RL/GEN/199)),Other
2032,effort_fleet,unaffected_managed,indian,270.9333001642567,271.10581425431184,6.36740075695908e-4,RD/TN/RL/126 (TN/RL/GEN/199),Chair's text - Consolidated text (w/ China - Cap) (RD/TN/RL/126 (TN/RL/GEN/199)),Other
2033,effort_fleet,unaffected_managed,indian,270.9203596078442,271.10581425431184,6.845356574015989e-4,RD/TN/RL/126 (TN/RL/GEN/199),Chair's text - Consolidated text (w/ China - Cap) (RD/TN/RL/126 (TN/RL/GEN/199)),Other
2034,effort_fleet,unaffected_managed,indian,270.90744739293234,271.10581425431184,7.32231111726435e-4,RD/TN/RL/126 (TN/RL/GEN/199),Chair's text - Consolidated text (w/ China - Cap) (RD/TN/RL/126 (TN/RL/GEN/199)),Other
2035,effort_fleet,unaffected_managed,indian,270.8945636189505,271.10581425431184,7.798260420556276e-4,RD/TN/RL/126 (TN/RL/GEN/199),Chair's text - Consolidated text (w/ China - Cap) (RD/TN/RL/126 (TN/RL/GEN/199)),Other
2036,effort_fleet,unaffected_managed,indian,270.881708334805,271.10581425431184,8.273202383596719e-4,RD/TN/RL/126 (TN/RL/GEN/199),Chair's text - Consolidated text (w/ China - Cap) (RD/TN/RL/126 (TN/RL/GEN/199)),Other
2037,effort_fleet,unaffected_managed,indian,270.868881554128,271.10581425431184,8.747136209387579e-4,RD/TN/RL/126 (TN/RL/GEN/199),Chair's text - Consolidated text (w/ China - Cap) (RD/TN/RL/126 (TN/RL/GEN/199)),Other
2038,effort_fleet,unaffected_managed,indian,270.8560832660888,271.10581425431184,9.220062005316983e-4,RD/TN/RL/126 (TN/RL/GEN/199),Chair's text - Consolidated text (w/ China - Cap) (RD/TN/RL/126 (TN/RL/GEN/199)),Other
2039,effort_fleet,unaffected_managed,indian,270.84331344297556,271.10581425431184,9.691980503389794e-4,RD/TN/RL/126 (TN/RL/GEN/199),Chair's text - Consolidated text (w/ China - Cap) (RD/TN/RL/126 (TN/RL/GEN/199)),Other
2040,effort_fleet,unaffected_managed,indian,270.83057204547373,271.10581425431184,0.00101628928654293,RD/TN/RL/126 (TN/RL/GEN/199),Chair's text - Consolidated text (w/ China - Cap) (RD/TN/RL/126 (TN/RL/GEN/199)),Other
2041,effort_fleet,unaffected_managed,indian,270.81785902632356,271.10581425431184,0.001063280054807198,RD/TN/RL/126 (TN/RL/GEN/199),Chair's text - Consolidated text (w/ China - Cap) (RD/TN/RL/126 (TN/RL/GEN/199)),Other
2042,effort_fleet,unaffected_managed,indian,270.8051743328467,271.10581425431184,0.0011101705209502497,RD/TN/RL/126 (TN/RL/GEN/199),Chair's text - Consolidated text (w/ China - Cap) (RD/TN/RL/126 (TN/RL/GEN/199)),Other
2043,effort_fleet,unaffected_managed,indian,270.7925179086877,271.10581425431184,0.0011569608645160378,RD/TN/RL/126 (TN/RL/GEN/199),Chair's text - Consolidated text (w/ China - Cap) (RD/TN/RL/126 (TN/RL/GEN/199)),Other
2044,effort_fleet,unaffected_managed,indian,270.77988969501274,271.10581425431184,0.0012036512743475699,RD/TN/RL/126 (TN/RL/GEN/199),Chair's text - Consolidated text (w/ China - Cap) (RD/TN/RL/126 (TN/RL/GEN/199)),Other
2045,effort_fleet,unaffected_managed,indian,270.76728963133365,271.10581425431184,0.0012502419455433717,RD/TN/RL/126 (TN/RL/GEN/199),Chair's text - Consolidated text (w/ China - Cap) (RD/TN/RL/126 (TN/RL/GEN/199)),Other
2046,effort_fleet,unaffected_managed,indian,270.7547176560745,271.10581425431184,0.0012967330773653492,RD/TN/RL/126 (TN/RL/GEN/199),Chair's text - Consolidated text (w/ China - Cap) (RD/TN/RL/126 (TN/RL/GEN/199)),Other
2047,effort_fleet,unaffected_managed,indian,270.74217370696016,271.10581425431184,0.0013431248718024549,RD/TN/RL/126 (TN/RL/GEN/199),Chair's text - Consolidated text (w/ China - Cap) (RD/TN/RL/126 (TN/RL/GEN/199)),Other
2048,effort_fleet,unaffected_managed,indian,270.7296577212836,271.10581425431184,0.0013894175325832822,RD/TN/RL/126 (TN/RL/GEN/199),Chair's text - Consolidated text (w/ China - Cap) (RD/TN/RL/126 (TN/RL/GEN/199)),Other
2049,effort_fleet,unaffected_managed,indian,270.717169636089,271.10581425431184,0.0014356112644988925,RD/TN/RL/126 (TN/RL/GEN/199),Chair's text - Consolidated text (w/ China - Cap) (RD/TN/RL/126 (TN/RL/GEN/199)),Other
2050,effort_fleet,unaffected_managed,indian,270.70470938829726,271.10581425431184,0.0014817062729382924,RD/TN/RL/126 (TN/RL/GEN/199),Chair's text - Consolidated text (w/ China - Cap) (RD/TN/RL/126 (TN/RL/GEN/199)),Other
2051,effort_fleet,unaffected_managed,indian,270.6922769147922,271.10581425431184,0.001527702763569399,RD/TN/RL/126 (TN/RL/GEN/199),Chair's text - Consolidated text (w/ China - Cap) (RD/TN/RL/126 (TN/RL/GEN/199)),Other
2052,effort_fleet,unaffected_managed,indian,270.6798721524797,271.10581425431184,0.0015736009421203694,RD/TN/RL/126 (TN/RL/GEN/199),Chair's text - Consolidated text (w/ China - Cap) (RD/TN/RL/126 (TN/RL/GEN/199)),Other
2053,effort_fleet,unaffected_managed,indian,270.6674950383278,271.10581425431184,0.001619401014229595,RD/TN/RL/126 (TN/RL/GEN/199),Chair's text - Consolidated text (w/ China - Cap) (RD/TN/RL/126 (TN/RL/GEN/199)),Other
2054,effort_fleet,unaffected_managed,indian,270.6551455093946,271.10581425431184,0.001665103185343369,RD/TN/RL/126 (TN/RL/GEN/199),Chair's text - Consolidated text (w/ China - Cap) (RD/TN/RL/126 (TN/RL/GEN/199)),Other
2055,effort_fleet,unaffected_managed,indian,270.64282350284674,271.10581425431184,0.0017107076606456906,RD/TN/RL/126 (TN/RL/GEN/199),Chair's text - Consolidated text (w/ China - Cap) (RD/TN/RL/126 (TN/RL/GEN/199)),Other
2056,effort_fleet,unaffected_managed,indian,270.6305289559726,271.10581425431184,0.0017562146450099138,RD/TN/RL/126 (TN/RL/GEN/199),Chair's text - Consolidated text (w/ China - Cap) (RD/TN/RL/126 (TN/RL/GEN/199)),Other
2057,effort_fleet,unaffected_managed,indian,270.61826180619056,271.10581425431184,0.001801624342966365,RD/TN/RL/126 (TN/RL/GEN/199),Chair's text - Consolidated text (w/ China - Cap) (RD/TN/RL/126 (TN/RL/GEN/199)),Other
2058,effort_fleet,unaffected_managed,indian,270.6060219910551,271.10581425431184,0.0018469369586802584,RD/TN/RL/126 (TN/RL/GEN/199),Chair's text - Consolidated text (w/ China - Cap) (RD/TN/RL/126 (TN/RL/GEN/199)),Other
2059,effort_fleet,unaffected_managed,indian,270.59380944826063,271.10581425431184,0.001892152695936334,RD/TN/RL/126 (TN/RL/GEN/199),Chair's text - Consolidated text (w/ China - Cap) (RD/TN/RL/126 (TN/RL/GEN/199)),Other
2060,effort_fleet,unaffected_managed,indian,270.58162411564376,271.10581425431184,0.001937271758129598,RD/TN/RL/126 (TN/RL/GEN/199),Chair's text - Consolidated text (w/ China - Cap) (RD/TN/RL/126 (TN/RL/GEN/199)),Other
2061,effort_fleet,unaffected_managed,indian,270.56946593118533,271.10581425431184,0.0019822943482577394,RD/TN/RL/126 (TN/RL/GEN/199),Chair's text - Consolidated text (w/ China - Cap) (RD/TN/RL/126 (TN/RL/GEN/199)),Other
2062,effort_fleet,unaffected_managed,indian,270.55733483301117,271.10581425431184,0.002027220668917339,RD/TN/RL/126 (TN/RL/GEN/199),Chair's text - Consolidated text (w/ China - Cap) (RD/TN/RL/126 (TN/RL/GEN/199)),Other
2063,effort_fleet,unaffected_managed,indian,270.5452307593927,271.10581425431184,0.00207205092230092,RD/TN/RL/126 (TN/RL/GEN/199),Chair's text - Consolidated text (w/ China - Cap) (RD/TN/RL/126 (TN/RL/GEN/199)),Other
2064,effort_fleet,unaffected_managed,indian,270.53315364874726,271.10581425431184,0.0021167853101956794,RD/TN/RL/126 (TN/RL/GEN/199),Chair's text - Consolidated text (w/ China - Cap) (RD/TN/RL/126 (TN/RL/GEN/199)),Other
2065,effort_fleet,unaffected_managed,indian,270.52110343963795,271.10581425431184,0.0021614240339824405,RD/TN/RL/126 (TN/RL/GEN/199),Chair's text - Consolidated text (w/ China - Cap) (RD/TN/RL/126 (TN/RL/GEN/199)),Other
2066,effort_fleet,unaffected_managed,indian,270.50908007077396,271.10581425431184,0.002205967294634809,RD/TN/RL/126 (TN/RL/GEN/199),Chair's text - Consolidated text (w/ China - Cap) (RD/TN/RL/126 (TN/RL/GEN/199)),Other
2067,effort_fleet,unaffected_managed,indian,270.49708348101,271.10581425431184,0.0022504152927200214,RD/TN/RL/126 (TN/RL/GEN/199),Chair's text - Consolidated text (w/ China - Cap) (RD/TN/RL/126 (TN/RL/GEN/199)),Other
2068,effort_fleet,unaffected_managed,indian,270.48511360934634,271.10581425431184,0.0022947682283985323,RD/TN/RL/126 (TN/RL/GEN/199),Chair's text - Consolidated text (w/ China - Cap) (RD/TN/RL/126 (TN/RL/GEN/199)),Other
2069,effort_fleet,unaffected_managed,indian,270.4731703949284,271.10581425431184,0.002339026301424654,RD/TN/RL/126 (TN/RL/GEN/199),Chair's text - Consolidated text (w/ China - Cap) (RD/TN/RL/126 (TN/RL/GEN/199)),Other
2070,effort_fleet,unaffected_managed,indian,270.4612537770464,271.10581425431184,0.0023831897111472014,RD/TN/RL/126 (TN/RL/GEN/199),Chair's text - Consolidated text (w/ China - Cap) (RD/TN/RL/126 (TN/RL/GEN/199)),Other
2071,effort_fleet,unaffected_managed,indian,270.4493636951353,271.10581425431184,0.002427258656509719,RD/TN/RL/126 (TN/RL/GEN/199),Chair's text - Consolidated text (w/ China - Cap) (RD/TN/RL/126 (TN/RL/GEN/199)),Other
2072,effort_fleet,unaffected_managed,indian,270.437500088774,271.10581425431184,0.002471233336051549,RD/TN/RL/126 (TN/RL/GEN/199),Chair's text - Consolidated text (w/ China - Cap) (RD/TN/RL/126 (TN/RL/GEN/199)),Other
2073,effort_fleet,unaffected_managed,indian,270.4256628976855,271.10581425431184,0.0025151139479082786,RD/TN/RL/126 (TN/RL/GEN/199),Chair's text - Consolidated text (w/ China - Cap) (RD/TN/RL/126 (TN/RL/GEN/199)),Other
2074,effort_fleet,unaffected_managed,indian,270.41385206173624,271.10581425431184,0.002558900689812388,RD/TN/RL/126 (TN/RL/GEN/199),Chair's text - Consolidated text (w/ China - Cap) (RD/TN/RL/126 (TN/RL/GEN/199)),Other
2075,effort_fleet,unaffected_managed,indian,270.40206752093565,271.10581425431184,0.0026025937590943363,RD/TN/RL/126 (TN/RL/GEN/199),Chair's text - Consolidated text (w/ China - Cap) (RD/TN/RL/126 (TN/RL/GEN/199)),Other
2076,effort_fleet,unaffected_managed,indian,270.3903092154361,271.10581425431184,0.0026461933526827973,RD/TN/RL/126 (TN/RL/GEN/199),Chair's text - Consolidated text (w/ China - Cap) (RD/TN/RL/126 (TN/RL/GEN/199)),Other
2077,effort_fleet,unaffected_managed,indian,270.3785770855324,271.10581425431184,0.002689699667105535,RD/TN/RL/126 (TN/RL/GEN/199),Chair's text - Consolidated text (w/ China - Cap) (RD/TN/RL/126 (TN/RL/GEN/199)),Other
2078,effort_fleet,unaffected_managed,indian,270.3668710716613,271.10581425431184,0.002733112898490702,RD/TN/RL/126 (TN/RL/GEN/199),Chair's text - Consolidated text (w/ China - Cap) (RD/TN/RL/126 (TN/RL/GEN/199)),Other
2079,effort_fleet,unaffected_managed,indian,270.3551911144013,271.10581425431184,0.0027764332425668755,RD/TN/RL/126 (TN/RL/GEN/199),Chair's text - Consolidated text (w/ China - Cap) (RD/TN/RL/126 (TN/RL/GEN/199)),Other
2080,effort_fleet,unaffected_managed,indian,270.3435371544722,271.10581425431184,0.0028196608946641517,RD/TN/RL/126 (TN/RL/GEN/199),Chair's text - Consolidated text (w/ China - Cap) (RD/TN/RL/126 (TN/RL/GEN/199)),Other
2019,effort_fleet,unaffected_oa,indian,3195275.065049112,3195275.065049112,0,RD/TN/RL/126 (TN/RL/GEN/199),Chair's text - Consolidated text (w/ China - Cap) (RD/TN/RL/126 (TN/RL/GEN/199)),Other
2020,effort_fleet,unaffected_oa,indian,3154216.517631038,3154216.517631038,0,RD/TN/RL/126 (TN/RL/GEN/199),Chair's text - Consolidated text (w/ China - Cap) (RD/TN/RL/126 (TN/RL/GEN/199)),Other
2021,effort_fleet,unaffected_oa,indian,3138992.79103152,3390549.8804130093,0.08013942883214588,RD/TN/RL/126 (TN/RL/GEN/199),Chair's text - Consolidated text (w/ China - Cap) (RD/TN/RL/126 (TN/RL/GEN/199)),Other
2022,effort_fleet,unaffected_oa,indian,3130743.6103695272,3477946.0156656485,0.1109009387246311,RD/TN/RL/126 (TN/RL/GEN/199),Chair's text - Consolidated text (w/ China - Cap) (RD/TN/RL/126 (TN/RL/GEN/199)),Other
2023,effort_fleet,unaffected_oa,indian,3126608.8429721207,3530872.2556275106,0.1292977257337702,RD/TN/RL/126 (TN/RL/GEN/199),Chair's text - Consolidated text (w/ China - Cap) (RD/TN/RL/126 (TN/RL/GEN/199)),Other
2024,effort_fleet,unaffected_oa,indian,3124463.6824726537,3556974.958289134,0.13842736538841674,RD/TN/RL/126 (TN/RL/GEN/199),Chair's text - Consolidated text (w/ China - Cap) (RD/TN/RL/126 (TN/RL/GEN/199)),Other
2025,effort_fleet,unaffected_oa,indian,3123341.021898175,3570350.1633851044,0.14311890323627374,RD/TN/RL/126 (TN/RL/GEN/199),Chair's text - Consolidated text (w/ China - Cap) (RD/TN/RL/126 (TN/RL/GEN/199)),Other
2026,effort_fleet,unaffected_oa,indian,3122744.082460516,3577048.0700358273,0.14548229876633043,RD/TN/RL/126 (TN/RL/GEN/199),Chair's text - Consolidated text (w/ China - Cap) (RD/TN/RL/126 (TN/RL/GEN/199)),Other
2027,effort_fleet,unaffected_oa,indian,3122421.48285824,3580405.624833633,0.1466759514977965,RD/TN/RL/126 (TN/RL/GEN/199),Chair's text - Consolidated text (w/ China - Cap) (RD/TN/RL/126 (TN/RL/GEN/199)),Other
